"";"Família";"Especie";"Nome na publicação original";"Diferença (em caracteres)";"Categoria";"Status Taxonômico"
"273";"Bromeliaceae";"Billbergia fosteriana";"Billbergia fosteriana";0;"rara";"Accepted"
"274";"Eriocaulaceae";"Paepalanthus albidus";"Blastocaulon albidum";0;"rara";"Synonym"
"275";"Eriocaulaceae";"Paepalanthus rupestris";"Blastocaulon rupestre";0;"rara";"Synonym"
"276";"Apocynaceae";"Blepharodon hatschbachii";"Blepharodon hatschbachii";0;"rara";"Accepted"
"277";"Fabaceae";"Bocoa ratteri";"Bocoa ratteri";0;"rara";"Accepted"
"278";"Convolvulaceae";"Bonamia balansae";"Bonamia corumbaensis";0;"rara";"Synonym"
"279";"Convolvulaceae";"Bonamia kuhlmannii";"Bonamia kuhlmannii";0;"rara";"Accepted"
"280";"Calyceraceae";"Acicarpha itatiaiae";"Boopis itatiaie";1;"rara";"Synonym"
"281";"Rubiaceae";"Borreria amapaensis";"Borreria amapaensis";0;"rara";"Accepted"
"282";"Rubiaceae";"Borreria bahiana";"Borreria bahiana";0;"rara";"Accepted"
"283";"Rubiaceae";"Borreria burchellii";"Borreria burchellii";0;"rara";"Accepted"
"284";"Rubiaceae";"Spermacoce decipiens";"Borreria decipiens";0;"rara";"Synonym"
"285";"Rubiaceae";"Borreria delicatula";"Borreria delicatula";0;"rara";"Accepted"
"286";"Rubiaceae";"Spermacoce gracillima";"Borreria gracillima";0;"rara";"Synonym"
"287";"Rubiaceae";"Borreria guimaraesensis";"Borreria guimaraensis";2;"rara";"Accepted"
"288";"Rubiaceae";"Borreria irwiniana";"Borreria irwiniana";0;"rara";"Accepted"
"289";"Rubiaceae";"Borreria paulista";"Borreria paulista";0;"rara";"Accepted"
"290";"Rubiaceae";"Borreria rosmarinifolia";"Borreria rosmariinifolia";1;"rara";"Accepted"
"291";"Rubiaceae";"Borreria semiamplexicaule";"Borreria semiamplexicaule";0;"rara";"Accepted"
"292";"Rubiaceae";"Spermacoce tocantinsiana";"Borreria tocantinsiana";0;"rara";"Synonym"
"293";"Poaceae";"Bothriochloa eurylemma";"Bothriochloa eurylemma";0;"rara";"Accepted"
"294";"Verbenaceae";"Stachytarpheta chascanoides";"Bouchea chascanoides";0;"rara";"Synonym"
"295";"Verbenaceae";"Bouchea agrestis";"Bouchea inopinata";0;"rara";"Synonym"
"296";"Cactaceae";"Facheiroa markgrafii";"Brasilicereus markgrafii";0;"rara";"Synonym"
"297";"Fabaceae";"Brodriguesia santosii";"Brodriguesia santosii";0;"rara";"Accepted"
"298";"Bromeliaceae";"Bromelia arenaria";"Bromelia arenaria";0;"rara";"Accepted"
"299";"Malpighiaceae";"Bronwenia brevipedicellata";"Bronwenia brevipedicellata";0;"rara";"Accepted"
"300";"Malpighiaceae";"Bronwenia longipilifera";"Bronwenia longipilifera";0;"rara";"Accepted"
"301";"Solanaceae";"Brunfelsia amazonica";"Brunfelsia amazonica";0;"rara";"Accepted"
"302";"Solanaceae";"Brunfelsia latifolia";"Brunfelsia latifolia";0;"rara";"Accepted"
"303";"Solanaceae";"Brunfelsia rupestris";"Brunfelsia rupestris";0;"rara";"Accepted"
"304";"Scrophulariaceae";"Buddleja longiflora";"Buddleia longiflora";1;"rara";"Accepted"
"305";"Scrophulariaceae";"Buddleja speciosissima";"Buddleia speciosissima";1;"rara";"Accepted"
"306";"Cyperaceae";"Bulbostylis graminifolia";"Bulbostylis graminifolia";0;"rara";"Accepted"
"307";"Cyperaceae";"Bulbostylis loefgrenii";"Bulbostylis loefgrenii";0;"rara";"Accepted"
"308";"Cyperaceae";"Bulbostylis lombardii";"Bulbostylis lombardii";0;"rara";"Accepted"
"309";"Cyperaceae";"Bulbostylis nesiotis";"Bulbostylis nesiotis";0;"rara";"Accepted"
"310";"Cyperaceae";"Bulbostylis smithii";"Bulbostylis smithii";0;"rara";"Accepted"
"311";"Malpighiaceae";"Bunchosia itacarensis";"Bunchosia itacarensis";0;"rara";"Accepted"
"312";"Malpighiaceae";"Byrsonima alvimii";"Byrsonima alvimii";0;"rara";"Accepted"
"313";"Malpighiaceae";"Byrsonima cipoensis";"Byrsonima cipoensis";0;"rara";"Accepted"
"314";"Malpighiaceae";"Byrsonima cordifolia";"Byrsonima cordifolia";0;"rara";"Accepted"
"315";"Malpighiaceae";"Byrsonima fonsecae";"Byrsonima fonsecae";0;"rara";"Accepted"
"316";"Malpighiaceae";"Byrsonima hatschbachii";"Byrsonima hatschbachii";0;"rara";"Accepted"
"317";"Malpighiaceae";"Byrsonima hirsuta";"Byrsonima hirsuta";0;"rara";"Accepted"
"318";"Malpighiaceae";"Byrsonima onishiana";"Byrsonima onishiana";0;"rara";"Accepted"
"319";"Malpighiaceae";"Byrsonima pedunculata";"Byrsonima pedunculata";0;"rara";"Accepted"
"320";"Malpighiaceae";"Byrsonima souzae";"Byrsonima souzae";0;"rara";"Accepted"
"321";"Poaceae";"Cinnagrostis reitzii";"Calamagrostis reitzii";0;"rara";"Synonym"
"322";"Asteraceae";"Calea abbreviata";"Calea abbreviata";0;"rara";"Accepted"
"323";"Asteraceae";"Calea brittoniana";"Calea brittoniana";0;"rara";"Accepted"
"324";"Asteraceae";"Calea irwinii";"Calea irwinii";0;"rara";"Accepted"
"325";"Solanaceae";"Calibrachoa cordifolia";"Calibrachoa cordifolia";0;"rara";"Accepted"
"326";"Solanaceae";"Calibrachoa eglandulata";"Calibrachoa eglandulata";0;"rara";"Accepted"
"327";"Solanaceae";"Calibrachoa sendtneriana";"Calibrachoa sendtneriana";0;"rara";"Accepted"
"328";"Solanaceae";"Calibrachoa serrulata";"Calibrachoa serrulata";0;"rara";"Accepted"
"329";"Solanaceae";"Calibrachoa spathulata";"Calibrachoa spathulata";0;"rara";"Accepted"
"330";"Fabaceae";"Calliandra concinna";"Calliandra concinna";0;"rara";"Accepted"
"331";"Fabaceae";"Calliandra crassipes";"Calliandra crassipes";0;"rara";"Accepted"
"332";"Fabaceae";"Calliandra cumbucana";"Calliandra cumbucana";0;"rara";"Accepted"
"333";"Fabaceae";"Calliandra debilis";"Calliandra debilis";0;"rara";"Accepted"
"334";"Fabaceae";"Calliandra duckei";"Calliandra duckei";0;"rara";"Accepted"
"335";"Fabaceae";"Calliandra feioana";"Calliandra feioana";0;"rara";"Accepted"
"336";"Fabaceae";"Calliandra ganevii";"Calliandra ganevii";0;"rara";"Accepted"
"337";"Fabaceae";"Calliandra gardneri";"Calliandra gardneri";0;"rara";"Accepted"
"338";"Fabaceae";"Calliandra geraisensis";"Calliandra geraisensis";0;"rara";"Accepted"
"339";"Fabaceae";"Calliandra germana";"Calliandra germana";0;"rara";"Accepted"
"340";"Fabaceae";"Calliandra hygrophila";"Calliandra hygrophila";0;"rara";"Accepted"
"341";"Fabaceae";"Calliandra iligna";"Calliandra iligna";0;"rara";"Accepted"
"342";"Fabaceae";"Calliandra imbricata";"Calliandra imbricata";0;"rara";"Accepted"
"343";"Fabaceae";"Calliandra imperialis";"Calliandra imperialis";0;"rara";"Accepted"
"344";"Fabaceae";"Calliandra involuta";"Calliandra involuta";0;"rara";"Accepted"
"345";"Fabaceae";"Calliandra lanata";"Calliandra lanata";0;"rara";"Accepted"
"346";"Fabaceae";"Calliandra linearis";"Calliandra linearis";0;"rara";"Accepted"
"347";"Fabaceae";"Calliandra lintea";"Calliandra lintea";0;"rara";"Accepted"
"348";"Fabaceae";"Calliandra luetzelburgii";"Calliandra luetzelburgii";0;"rara";"Accepted"
"349";"Fabaceae";"Calliandra paterna";"Calliandra paterna";0;"rara";"Accepted"
"350";"Fabaceae";"Calliandra pilgerana";"Calliandra pilgeriana";0;"rara";"Synonym"
"351";"Fabaceae";"Calliandra pubens";"Calliandra pubens";0;"rara";"Accepted"
"352";"Fabaceae";"Calliandra renvoizeana";"Calliandra renvoizeana";0;"rara";"Accepted"
"353";"Fabaceae";"Calliandra semisepulta";"Calliandra semisepulta";0;"rara";"Accepted"
"354";"Fabaceae";"Calliandra sincorana";"Calliandra sincorana";0;"rara";"Accepted"
"355";"Fabaceae";"Calliandra stelligera";"Calliandra stelligera";0;"rara";"Accepted"
"356";"Fabaceae";"Calliandra ulei";"Calliandra ulei";0;"rara";"Accepted"
"357";"Fabaceae";"Calliandra santosiana";"Callindra santosiana";1;"rara";"Accepted"
"358";"Vochysiaceae";"Callisthene dryadum";"Callisthene dryadum";0;"rara";"Accepted"
"359";"Vochysiaceae";"Callisthene erythroclada";"Callisthene erythroclada";0;"rara";"Accepted"
"360";"Myrtaceae";"Calycolpus australis";"Calycolpus australis";0;"rara";"Accepted"
"361";"Myrtaceae";"Myrcia dryadica";"Calyptranthes dryadica";0;"rara";"Synonym"
"362";"Melastomataceae";"Cambessedesia atropurpurea";"Cambessedesia atropurpurea";0;"rara";"Accepted"
"363";"Melastomataceae";"Cambessedesia glaziovii";"Cambessedesia glaziovii";0;"rara";"Accepted"
"364";"Melastomataceae";"Cambessedesia gracilis";"Cambessedesia gracilis";0;"rara";"Accepted"
"365";"Melastomataceae";"Cambessedesia hermogenesii";"Cambessedesia hermogenesii";0;"rara";"Accepted"
"366";"Melastomataceae";"Cambessedesia pityrophylla";"Cambessedesia pityrophylla";0;"rara";"Accepted"
"367";"Melastomataceae";"Cambessedesia rupestris";"Cambessedesia rupestris";0;"rara";"Accepted"
"368";"Melastomataceae";"Cambessedesia salviifolia";"Cambessedesia salviifolia";0;"rara";"Accepted"
"369";"Melastomataceae";"Cambessedesia semidecandra";"Cambessedesia semidecandra";0;"rara";"Accepted"
"370";"Melastomataceae";"Cambessedesia striatella";"Cambessedesia striatella";0;"rara";"Accepted"
"371";"Myrtaceae";"Campomanesia anemonea";"Campomanesia anemonea";0;"rara";"Accepted"
"372";"Myrtaceae";"Campomanesia hirsuta";"Campomanesia hirsuta";0;"rara";"Accepted"
"373";"Myrtaceae";"Campomanesia macrobracteolata";"Campomanesia macrobracteolata";0;"rara";"Accepted"
"374";"Myrtaceae";"Campomanesia phaea";"Campomanesia phaea";0;"rara";"Accepted"
"375";"Myrtaceae";"Campomanesia prosthecesepala";"Campomanesia prosthecesepala";0;"rara";"Accepted"
"376";"Poaceae";"Canastra lanceolata";"Canastra lanceolata";0;"rara";"Accepted"
"377";"Fabaceae";"Canavalia dolichothyrsa";"Canavalia dolichothyrsa";0;"rara";"Accepted"
"378";"Bromeliaceae";"Canistropsis exigua";"Canistropis exigua";1;"rara";"Accepted"
"379";"Bromeliaceae";"Canistrum aurantiacum";"Canistrum aurantiacum";0;"rara";"Accepted"
"380";"Bromeliaceae";"Canistrum camacaense";"Canistrum camacaense";0;"rara";"Accepted"
"381";"Bromeliaceae";"Canistrum fosterianum";"Canistrum fosterianum";0;"rara";"Accepted"
"382";"Bromeliaceae";"Canistrum montanum";"Canistrum montanum";0;"rara";"Accepted"
"383";"Bromeliaceae";"Canistrum triangulare";"Canistrum triangulare";0;"rara";"Accepted"
"384";"Solanaceae";"Capsicum friburgense";"Capsicum friburgense";0;"rara";"Accepted"
"385";"Solanaceae";"Capsicum hunzikerianum";"Capsicum hunzikerianum";0;"rara";"Accepted"
"386";"Calophyllaceae";"Caraipa aracaensis";"Caraipa aracaensis";0;"rara";"Accepted"
"387";"Calophyllaceae";"Caraipa longisepala";"Caraipa longisepala";0;"rara";"Accepted"
"388";"Lecythidaceae";"Cariniana parvifolia";"Cariniana parvifolia";0;"rara";"Accepted"
"389";"Lecythidaceae";"Cariniana penduliflora";"Cariniana penduliflora";0;"rara";"Accepted"
"390";"Achariaceae";"Carpotroche froesiana";"Carpotroche froesiana";0;"rara";"Accepted"
"391";"Salicaceae";"Casearia neblinae";"Casearia neblinae";0;"rara";"Accepted"
"392";"Aptandraceae";"Cathedra grandiflora";"Cathedra grandiflora";0;"rara";"Accepted"
"393";"Orchidaceae";"Cattleya acuensis";"Cattleya acuensis";0;"rara";"Accepted"
"394";"Orchidaceae";"Cattleya alaorii";"Cattleya alaorii";0;"rara";"Accepted"
"395";"Orchidaceae";"Cattleya wittigiana";"Cattleya brevipedunculata";0;"rara";"Synonym"
"396";"Orchidaceae";"Cattleya dormaniana";"Cattleya dormaniana";0;"rara";"Accepted"
"397";"Orchidaceae";"Cattleya marcaliana";"Cattleya marcaliana";0;"rara";"Accepted"
"398";"Orchidaceae";"Cattleya pendula";"Cattleya pendula";0;"rara";"Accepted"
"399";"Orchidaceae";"Cattleya pfisteri";"Cattleya pfisteri";0;"rara";"Accepted"
"400";"Orchidaceae";"Cattleya praestans";"Cattleya praestans";0;"rara";"Accepted"
"401";"Cucurbitaceae";"Cayaponia gracillima";"Cayaponia gracillima";0;"rara";"Accepted"
"402";"Cucurbitaceae";"Cayaponia nitida";"Cayaponia nitida";0;"rara";"Accepted"
"403";"Cucurbitaceae";"Cayaponia noronhae";"Cayaponia noronhae";0;"rara";"Accepted"
"404";"Cucurbitaceae";"Cayaponia petiolulata";"Cayaponia petiolulata";0;"rara";"Accepted"
"405";"Cucurbitaceae";"Cayaponia rugosa";"Cayaponia rugosa";0;"rara";"Accepted"
"406";"Cucurbitaceae";"Ceratosanthes palmata";"Ceratosanthes angustiloba";0;"rara";"Synonym"
"407";"Cucurbitaceae";"Ceratosanthes rupicola";"Ceratosanthes rupicola";0;"rara";"Accepted"
"408";"Cactaceae";"Cereus insularis";"Cereus insularis";0;"rara";"Accepted"
"409";"Melastomataceae";"Chaetostoma cupressinum";"Chaetostoma cupressinum";0;"rara";"Accepted"
"410";"Melastomataceae";"Chaetostoma flavum";"Chaetostoma flavum";0;"rara";"Accepted"
"411";"Melastomataceae";"Chaetostoma inerme";"Chaetostoma inerme";0;"rara";"Accepted"
"412";"Melastomataceae";"Chaetostoma scoparium";"Chaetostoma scoparium";0;"rara";"Accepted"
"413";"Melastomataceae";"Chaetostoma selagineum";"Chaetostoma selagineum";0;"rara";"Accepted"
"414";"Melastomataceae";"Chaetostoma stenocladon";"Chaetostoma stenocladum";2;"rara";"Accepted"
"415";"Fabaceae";"Chamaecrista exsudans";"Chamaecrista adamantina";0;"rara";"Synonym"
"416";"Fabaceae";"Chamaecrista altoana";"Chamaecrista altoana";0;"rara";"Accepted"
"417";"Fabaceae";"Chamaecrista anamariae";"Chamaecrista anamariae";0;"rara";"Accepted"
"418";"Fabaceae";"Chamaecrista arboae";"Chamaecrista arboae";0;"rara";"Accepted"
"419";"Fabaceae";"Chamaecrista aristata";"Chamaecrista aristata";0;"rara";"Accepted"
"420";"Fabaceae";"Chamaecrista aspidiifolia";"Chamaecrista aspidiifolia";0;"rara";"Accepted"
"421";"Fabaceae";"Chamaecrista axilliflora";"Chamaecrista axilliflora";0;"rara";"Accepted"
"422";"Fabaceae";"Chamaecrista caiapo";"Chamaecrista caiapo";0;"rara";"Accepted"
"423";"Fabaceae";"Chamaecrista caracensis";"Chamaecrista caracensis";0;"rara";"Accepted"
"424";"Fabaceae";"Chamaecrista catapodia";"Chamaecrista catapodia";0;"rara";"Accepted"
"425";"Fabaceae";"Chamaecrista catiarae";"Chamaecrista catiarae";0;"rara";"Accepted"
"426";"Fabaceae";"Chamaecrista catolesensis";"Chamaecrista catolesensis";0;"rara";"Accepted"
"427";"Fabaceae";"Chamaecrista astrochiton";"Chamaecrista centiflora";0;"rara";"Synonym"
"428";"Fabaceae";"Chamaecrista multipennis";"Chamaecrista cipoana";0;"rara";"Synonym"
"429";"Fabaceae";"Chamaecrista compitalis";"Chamaecrista compitalis";0;"rara";"Accepted"
"430";"Fabaceae";"Chamaecrista coradinii";"Chamaecrista coradinii";0;"rara";"Accepted"
"431";"Fabaceae";"Chamaecrista coriacea";"Chamaecrista coriacea";0;"rara";"Accepted"
"432";"Fabaceae";"Chamaecrista cuprea";"Chamaecrista cuprea";0;"rara";"Accepted"
"433";"Fabaceae";"Chamaecrista cytisoides";"Chamaecrista cytisoides";0;"rara";"Accepted"
"434";"Fabaceae";"Chamaecrista deltoidea";"Chamaecrista deltoidea";0;"rara";"Accepted"
"435";"Fabaceae";"Chamaecrista depauperata";"Chamaecrista depauperata";0;"rara";"Accepted"
"436";"Fabaceae";"Chamaecrista dumalis";"Chamaecrista dumalis";0;"rara";"Accepted"
"437";"Fabaceae";"Chamaecrista ericifolia";"Chamaecrista ericifolia";0;"rara";"Accepted"
"438";"Fabaceae";"Chamaecrista fodinarum";"Chamaecrista fodinarum";0;"rara";"Accepted"
"439";"Fabaceae";"Chamaecrista fuscescens";"Chamaecrista fuscescens";0;"rara";"Accepted"
"440";"Fabaceae";"Chamaecrista geraldoi";"Chamaecrista geraldii";1;"rara";"Accepted"
"441";"Fabaceae";"Chamaecrista gumminans";"Chamaecrista gumminans";0;"rara";"Accepted"
"442";"Fabaceae";"Chamaecrista gymnothyrsa";"Chamaecrista gymnothyrsa";0;"rara";"Accepted"
"443";"Fabaceae";"Chamaecrista hatschbachii";"Chamaecrista hatschbachii";0;"rara";"Accepted"
"444";"Fabaceae";"Chamaecrista itabiritoana";"Chamaecrista itabiritoana";0;"rara";"Accepted"
"445";"Fabaceae";"Chamaecrista lavradioides";"Chamaecrista lavradioides";0;"rara";"Accepted"
"446";"Fabaceae";"Chamaecrista leucopilis";"Chamaecrista leucopilis";0;"rara";"Accepted"
"447";"Fabaceae";"Chamaecrista macedoi";"Chamaecrista macedoi";0;"rara";"Accepted"
"448";"Fabaceae";"Chamaecrista ochrosperma";"Chamaecrista ochrosperma";0;"rara";"Accepted"
"449";"Fabaceae";"Chamaecrista pachyclada";"Chamaecrista pachyclada";0;"rara";"Accepted"
"450";"Fabaceae";"Chamaecrista phyllostachya";"Chamaecrista phyllostachya";0;"rara";"Accepted"
"451";"Fabaceae";"Chamaecrista pilicarpa";"Chamaecrista pilicarpa";0;"rara";"Accepted"
"452";"Fabaceae";"Chamaecrista polymorpha";"Chamaecrista polymorpha";0;"rara";"Accepted"
"453";"Fabaceae";"Chamaecrista psoraleopsis";"Chamaecrista psoraleopsis";0;"rara";"Accepted"
"454";"Fabaceae";"Chamaecrista pteropoda";"Chamaecrista pteropoda";0;"rara";"Accepted"
"455";"Fabaceae";"Chamaecrista punctulifera";"Chamaecrista punctulifera";0;"rara";"Accepted"
"456";"Fabaceae";"Chamaecrista salvatoris";"Chamaecrista salvatoris";0;"rara";"Accepted"
"457";"Fabaceae";"Chamaecrista simplifacta";"Chamaecrista simplifacta";0;"rara";"Accepted"
"458";"Fabaceae";"Chamaecrista speciosa";"Chamaecrista speciosa";0;"rara";"Accepted"
"459";"Fabaceae";"Chamaecrista stillifera";"Chamaecrista stillifera";0;"rara";"Accepted"
"460";"Fabaceae";"Chamaecrista strictifolia";"Chamaecrista strictifolia";0;"rara";"Accepted"
"461";"Fabaceae";"Chamaecrista strictula";"Chamaecrista strictula";0;"rara";"Accepted"
"462";"Fabaceae";"Chamaecrista tephrosiifolia";"Chamaecrista tephrosiifolia";0;"rara";"Accepted"
"463";"Fabaceae";"Chamaecrista ulmea";"Chamaecrista ulmea";0;"rara";"Accepted"
"464";"Fabaceae";"Chamaecrista vauthieri";"Chamaecrista vauthieri";0;"rara";"Accepted"
"465";"Fabaceae";"Chamaecrista virginis";"Chamaecrista virginis";0;"rara";"Accepted"
"466";"Oleaceae";"Chionanthus fluminensis";"Chionanthus fluminensis";0;"rara";"Accepted"
"467";"Oleaceae";"Chionanthus greenii";"Chionanthus greenii";0;"rara";"Accepted"
"468";"Oleaceae";"Chionanthus tenuis";"Chionanthus tenuis";0;"rara";"Accepted"
"469";"Asteraceae";"Chionolaena isabellae";"Chionolaena isabellae";0;"rara";"Accepted"
"470";"Asteraceae";"Chionolaena jeffreyi";"Chionolaena jeffreyi";0;"rara";"Accepted"
"471";"Asteraceae";"Chionolaena lychnophorioides";"Chionolaena lychnophorioides";0;"rara";"Accepted"
"472";"Asteraceae";"Chionolaena wittigiana";"Chionolaena wittigiana";0;"rara";"Accepted"
"473";"Fabaceae";"Chloroleucon extortum";"Chloroleucon extortum";0;"rara";"Accepted"
"474";"Rubiaceae";"Chomelia brasiliana";"Chomelia modesta";0;"rara";"Synonym"
"475";"Sapotaceae";"Chrysophyllum durifructum";"Chrysophyllum durifructum";0;"rara";"Accepted"
"476";"Sapotaceae";"Chrysophyllum januariense";"Chrysophyllum januariense";0;"rara";"Accepted"
"477";"Sapotaceae";"Chrysophyllum subspinosum";"Chrysophyllum subspinosum";0;"rara";"Accepted"
"478";"Sapotaceae";"Chrysophyllum superbum";"Chrysophyllum superbum";0;"rara";"Accepted"
"479";"Sapotaceae";"Chrysophyllum wilsonii";"Chrysophyllum wilsonii";0;"rara";"Accepted"
"480";"Poaceae";"Chusquea erecta";"Chusquea erecta";0;"rara";"Accepted"
"481";"Poaceae";"Chusquea nudiramea";"Chusquea nudiramea";0;"rara";"Accepted"
"482";"Poaceae";"Chusquea pulchella";"Chusquea pulchella";0;"rara";"Accepted"
"483";"Poaceae";"Chusquea riosaltensis";"Chusquea riosaltensis";0;"rara";"Accepted"
"484";"Poaceae";"Chusquea windischii";"Chusquea windischii";0;"rara";"Accepted"
"485";"Canellaceae";"Cinnamodendron occhionianum";"Cinnamodendron occhionianum";0;"rara";"Accepted"
"486";"Canellaceae";"Cinnamodendron sampaioanum";"Cinnamodendron sampaioanum";0;"rara";"Accepted"
"487";"Cactaceae";"Cipocereus bradei";"Cipocereus bradei";0;"rara";"Accepted"
"488";"Cactaceae";"Cipocereus crassisepalus";"Cipocereus crassisepalus";0;"rara";"Accepted"
"489";"Cactaceae";"Cipocereus laniflorus";"Cipocereus laniflorus";0;"rara";"Accepted"
"490";"Cactaceae";"Cipocereus pleurocarpus";"Cipocereus pleurocarpus";0;"rara";"Accepted"
"491";"Vitaceae";"Cissus amapaensis";"Cissus amapaensis";0;"rara";"Accepted"
"492";"Vitaceae";"Cissus pinnatifolia";"Cissus pinnatifolia";0;"rara";"Accepted"
"493";"Verbenaceae";"Citharexylum macrochlamys";"Citharexylum amazonicum";0;"rara";"Synonym"
"494";"Polygonaceae";"Coccoloba cereifera";"Coccoloba cereifera";0;"rara";"Accepted"
"495";"Orchidaceae";"Codonorchis canisioi";"Codonorchis canisioi";0;"rara";"Accepted"
"496";"Poaceae";"Colanthelia distans";"Colanthelia distans";0;"rara";"Accepted"
"497";"Cactaceae";"Coleocephalocereus purpureus";"Coleocephalocereus purpureus";0;"rara";"Accepted"
"498";"Gesneriaceae";"Columnea ulei";"Columnea ulei";0;"rara";"Accepted"
"499";"Combretaceae";"Combretum rupicola";"Combretum rupicola";0;"rara";"Accepted"
"500";"Melastomataceae";"Fritzschia edmundoi";"Comolia edmundoi";0;"rara";"Synonym"
"501";"Rutaceae";"Conchocarpus bellus";"Conchocarpus bellus";0;"rara";"Accepted"
"502";"Rutaceae";"Conchocarpus cauliflorus";"Conchocarpus cauliflorus";0;"rara";"Accepted"
"503";"Rutaceae";"Dryades concinna";"Conchocarpus concinnus";0;"rara";"Synonym"
"504";"Rutaceae";"Conchocarpus dasyanthus";"Conchocarpus dasyanthus";0;"rara";"Accepted"
"505";"Rutaceae";"Conchocarpus fissicalyx";"Conchocarpus fissicalyx";0;"rara";"Accepted"
"506";"Rutaceae";"Conchocarpus furcatus";"Conchocarpus furcatus";0;"rara";"Accepted"
"507";"Rutaceae";"Dryades hirsuta";"Conchocarpus hirsutus";0;"rara";"Synonym"
"508";"Rutaceae";"Conchocarpus inopinatus";"Conchocarpus inopinatus";0;"rara";"Accepted"
"509";"Rutaceae";"Conchocarpus longipes";"Conchocarpus longipes";0;"rara";"Accepted"
"510";"Rutaceae";"Conchocarpus marginatus";"Conchocarpus marginatus";0;"rara";"Accepted"
"511";"Rutaceae";"Conchocarpus modestus";"Conchocarpus modestus";0;"rara";"Accepted"
"512";"Rutaceae";"Conchocarpus oppositifolius";"Conchocarpus oppositifolius";0;"rara";"Accepted"
"513";"Rutaceae";"Conchocarpus punctatus";"Conchocarpus punctatus";0;"rara";"Accepted"
"514";"Rutaceae";"Conchocarpus santosii";"Conchocarpus santosii";0;"rara";"Accepted"
"515";"Rutaceae";"Conchocarpus sordidus";"Conchocarpus sordidus";0;"rara";"Accepted"
"516";"Apocynaceae";"Condylocarpon glabrum";"Condylocarpon glabrum";0;"rara";"Accepted"
"517";"Connaraceae";"Connarus marleneae";"Connarus celatus";0;"rara";"Synonym"
"518";"Connaraceae";"Connarus marginatus";"Connarus marginatus";0;"rara";"Accepted"
"519";"Connaraceae";"Connarus nodosus";"Connarus nodosus";0;"rara";"Accepted"
"520";"Connaraceae";"Connarus oblongus";"Connarus oblongus";0;"rara";"Accepted"
"521";"Connaraceae";"Connarus laurifolius";"Connarus portosegurensis";0;"rara";"Synonym"
"522";"Connaraceae";"Connarus subpeltatus";"Connarus subpeltatus";0;"rara";"Accepted"
